_id,datum,zaehlstelle,uhrzeit_start,uhrzeit_ende,richtung_1,richtung_2,gesamt,min.temp,max.temp,niederschlag,bewoelkung,sonnenstunden,kommentar
1222,2014-05-07,Kreuther,00:00,23:59,36,85,121,0,0,0,90,0,NA
1223,2014-05-08,Kreuther,00:00,23:59,86,201,287,8,19.5,2.7,84,7.8,NA
1224,2014-05-09,Kreuther,00:00,23:59,58,129,187,11.4,20.1,3.8,85,3,NA
1225,2014-05-10,Kreuther,00:00,23:59,70,137,207,10.3,20.3,2.3,85,6,NA
1226,2014-05-11,Kreuther,00:00,23:59,32,76,108,7.4,17.3,0,78,4.2,NA
1227,2014-05-12,Kreuther,00:00,23:59,75,166,241,7,13.5,1.8,76,7.3,NA
1228,2014-05-13,Kreuther,00:00,23:59,67,124,191,5.8,13.5,10.4,88,4.9,NA
1229,2014-05-14,Kreuther,00:00,23:59,59,111,170,5.7,12.9,0,75,5.7,NA
1230,2014-05-15,Kreuther,00:00,23:59,65,145,210,2.5,13.1,0.4,86,2,NA
1231,2014-05-16,Kreuther,00:00,23:59,64,158,222,7.2,13.1,7.4,91,1.2,NA
1232,2014-05-17,Kreuther,00:00,23:59,41,71,112,7.8,14.9,1.2,98,2.2,NA
1233,2014-05-18,Kreuther,00:00,23:59,65,145,210,5.4,17.6,0,65,4.4,NA
1234,2014-05-19,Kreuther,00:00,23:59,101,255,356,4.4,23,0,48,7.6,NA
1235,2014-05-20,Kreuther,00:00,23:59,129,309,438,5.5,24.6,0,35,12.9,NA
1236,2014-05-21,Kreuther,00:00,23:59,133,265,398,6.8,26.2,0,60,13.3,NA
1237,2014-05-22,Kreuther,00:00,23:59,135,302,437,10.1,28.8,0,41,12.8,NA
1238,2014-05-23,Kreuther,00:00,23:59,101,192,293,9.3,16.8,3.8,73,2.6,NA
1239,2014-05-24,Kreuther,00:00,23:59,85,154,239,7.1,19.9,0,31,10,NA
1240,2014-05-25,Kreuther,00:00,23:59,98,184,282,6,23.9,0.5,60,9.7,NA
1241,2014-05-26,Kreuther,00:00,23:59,89,200,289,13.2,23.5,32.1,90,4.7,NA
1242,2014-05-27,Kreuther,00:00,23:59,75,131,206,12,17,10,91,0.3,NA
1243,2014-05-28,Kreuther,00:00,23:59,64,147,211,10.6,15.4,0.8,98,0.2,NA
1244,2014-05-29,Kreuther,00:00,23:59,49,99,148,8.2,15.5,7.8,98,1.7,NA
1245,2014-05-30,Kreuther,00:00,23:59,55,119,174,2.8,12.1,0,71,0.9,NA
1246,2014-05-31,Kreuther,00:00,23:59,75,208,283,0.8,18.3,0,38,8.4,NA
1247,2014-06-01,Kreuther,00:00,23:59,86,149,235,5.1,19.7,0,54,8.9,NA
1248,2014-06-02,Kreuther,00:00,23:59,100,215,315,3.9,20,0,51,8,NA
1249,2014-06-03,Kreuther,00:00,23:59,97,238,335,6.1,20.6,0.3,36,8.8,NA
1250,2014-06-04,Kreuther,00:00,23:59,100,218,318,5.3,22.1,3,65,9.3,NA
1251,2014-06-05,Kreuther,00:00,23:59,105,224,329,8.4,24,0,63,7.9,NA
1252,2014-06-06,Kreuther,00:00,23:59,128,249,377,5.7,25.7,0,25,14.3,NA
1253,2014-06-07,Kreuther,00:00,23:59,118,218,336,8.5,28.5,0,31,14.1,NA
1254,2014-06-08,Kreuther,00:00,23:59,107,201,308,10.6,30.1,0,4,14.7,NA
1255,2014-06-09,Kreuther,00:00,23:59,88,190,278,11.1,31.3,0,4,14,NA
1256,2014-06-10,Kreuther,00:00,23:59,119,230,349,12.2,32.5,0,31,13.4,NA
1257,2014-06-11,Kreuther,00:00,23:59,102,182,284,17.2,30,0,61,11.2,NA
1258,2014-06-12,Kreuther,00:00,23:59,129,217,346,15,27.7,0,60,13.3,NA
1259,2014-06-13,Kreuther,00:00,23:59,110,214,324,13.2,25.2,0,64,8.7,NA
1260,2014-06-14,Kreuther,00:00,23:59,86,142,228,10.5,21.6,0,70,6.9,NA
1261,2014-06-15,Kreuther,00:00,23:59,96,217,313,8.2,21,0,48,11,NA
1262,2014-06-16,Kreuther,00:00,23:59,124,205,329,9.7,21.8,0,41,0,NA
1263,2014-06-17,Kreuther,00:00,23:59,110,193,303,9.8,21.5,0,86,4.6,NA
1264,2014-06-18,Kreuther,00:00,23:59,122,243,365,9.1,23.8,0,34,13.9,NA
1265,2014-06-19,Kreuther,00:00,23:59,106,231,337,8,24.4,1.7,50,13.7,NA
1266,2014-06-20,Kreuther,00:00,23:59,45,92,137,6.5,18.1,0.7,79,3.8,NA
1267,2014-06-21,Kreuther,00:00,23:59,75,177,252,6.3,20.9,0,51,10.4,NA
1268,2014-06-22,Kreuther,00:00,23:59,128,203,331,6,25.1,0,38,14.8,NA
1269,2014-06-23,Kreuther,00:00,23:59,114,290,404,7.5,25.4,3.8,51,11.7,NA
1270,2014-06-24,Kreuther,00:00,23:59,99,154,253,12.6,21.9,0.8,65,7.3,NA
1271,2014-06-25,Kreuther,00:00,23:59,107,240,347,8.6,19.2,12,66,4,NA
1272,2014-06-26,Kreuther,00:00,23:59,166,298,464,4.4,21.9,0,24,14,NA
1273,2014-06-27,Kreuther,00:00,23:59,138,251,389,7.1,25.9,0,68,11.7,NA
1274,2014-06-28,Kreuther,00:00,23:59,95,156,251,15,28,8.5,85,8.8,NA
1275,2014-06-29,Kreuther,00:00,23:59,7,21,28,11.6,16.8,12.9,100,0,NA
1276,2014-06-30,Kreuther,00:00,23:59,85,140,225,9.2,17.9,5.9,81,3.5,NA
1277,2014-07-01,Kreuther,00:00,23:59,187,304,491,7.6,21.7,0,56,9.1,NA
1278,2014-07-02,Kreuther,00:00,23:59,97,163,260,9.4,17.8,3.8,75,0.7,NA
1279,2014-07-03,Kreuther,00:00,23:59,178,288,466,7.8,25.2,0,40,14.9,NA
1280,2014-07-04,Kreuther,00:00,23:59,138,259,397,7.6,27.7,0,64,11,NA
1281,2014-07-05,Kreuther,00:00,23:59,74,134,208,15.3,24.7,5.6,85,3.5,NA
1282,2014-07-06,Kreuther,00:00,23:59,113,191,304,13,28.8,6.8,48,14.4,NA
1283,2014-07-07,Kreuther,00:00,23:59,121,226,347,15,25.3,0.4,85,0,NA
1284,2014-07-08,Kreuther,00:00,23:59,81,130,211,12.7,20.4,16.9,95,0,NA
1285,2014-07-09,Kreuther,00:00,23:59,44,83,127,11.1,14.9,1.2,96,0,NA
1286,2014-07-10,Kreuther,00:00,23:59,86,173,259,10.6,16,5.6,100,0,NA
1287,2014-07-11,Kreuther,00:00,23:59,81,142,223,12.3,21.2,0,85,2.9,NA
1288,2014-07-12,Kreuther,00:00,23:59,65,106,171,14.1,21.6,8.7,90,2.8,NA
1289,2014-07-13,Kreuther,00:00,23:59,78,150,228,14.1,23.5,0.1,85,7.1,NA
1290,2014-07-14,Kreuther,00:00,23:59,119,197,316,12.5,23.8,0,74,9.3,NA
1291,2014-07-15,Kreuther,00:00,23:59,143,252,395,12.9,25.4,0,59,12.6,NA
1292,2014-07-16,Kreuther,00:00,23:59,142,300,442,12.5,27.6,0,48,11.9,NA
1293,2014-07-17,Kreuther,00:00,23:59,166,294,460,14,27.9,0,39,9.7,NA
1294,2014-07-18,Kreuther,00:00,23:59,147,299,446,12,29.3,0,13,14.3,NA
1295,2014-07-19,Kreuther,00:00,23:59,114,165,279,11.2,31.3,0,25,14.1,NA
1296,2014-07-20,Kreuther,00:00,23:59,76,144,220,13.9,31.5,0.2,74,7.9,NA
1297,2014-07-21,Kreuther,00:00,23:59,69,126,195,15.9,20.2,58,95,1.1,NA
1298,2014-07-22,Kreuther,00:00,23:59,56,103,159,14.5,22,8,96,0.5,NA
1299,2014-07-23,Kreuther,00:00,23:59,135,248,383,12.4,26.3,0,49,10.3,NA
1300,2014-07-24,Kreuther,00:00,23:59,138,289,427,9.7,24.9,2,48,9.7,NA
1301,2014-07-25,Kreuther,00:00,23:59,154,234,388,10.1,26.7,0,40,11.9,NA
1302,2014-07-26,Kreuther,00:00,23:59,90,161,251,11.4,27,4.5,83,8.1,NA
1303,2014-07-27,Kreuther,00:00,23:59,100,99,199,14.7,23.7,2,69,2.6,NA
1304,2014-07-28,Kreuther,00:00,23:59,154,262,416,14.3,26,0,69,8.2,NA
1305,2014-07-29,Kreuther,00:00,23:59,111,156,267,13.6,23.4,13.9,89,0.3,NA
1306,2014-07-30,Kreuther,00:00,23:59,79,99,178,17.4,21,11.6,100,0,NA
1307,2014-07-31,Kreuther,00:00,23:59,94,196,290,12,22.8,0,75,2.8,NA
1308,2014-08-01,Kreuther,00:00,23:59,150,264,414,10.7,24.8,0,54,6.4,NA
1309,2014-08-02,Kreuther,00:00,23:59,84,144,228,13.5,27.7,9.4,66,8.4,NA
1310,2014-08-03,Kreuther,00:00,23:59,96,157,253,13.8,25.8,0,59,7.5,NA
1311,2014-08-04,Kreuther,00:00,23:59,133,241,374,15.9,26.1,5.2,65,8.5,NA
1312,2014-08-05,Kreuther,00:00,23:59,87,149,236,13.9,22.3,0.6,75,3.7,NA
1313,2014-08-06,Kreuther,00:00,23:59,140,246,386,11.8,24.4,0.4,41,12.2,NA
1314,2014-08-07,Kreuther,00:00,23:59,95,163,258,12.6,24.4,0,75,4,NA
1315,2014-08-08,Kreuther,00:00,23:59,134,240,374,11.3,26.2,0,33,13,NA
1316,2014-08-09,Kreuther,00:00,23:59,73,134,207,13.2,25.6,0,61,5.9,NA
1317,2014-08-10,Kreuther,00:00,23:59,79,162,241,12.1,28.7,5.3,78,8,NA
1318,2014-08-11,Kreuther,00:00,23:59,44,61,105,14.5,18.6,13.3,95,0,NA
1319,2014-08-12,Kreuther,00:00,23:59,103,166,269,13.2,20.9,0,85,6.2,NA
1320,2014-08-13,Kreuther,00:00,23:59,45,67,112,13.6,17.2,8.7,94,0.1,NA
1321,2014-08-14,Kreuther,00:00,23:59,79,132,211,10,18.9,0,78,3.9,NA
1322,2014-08-15,Kreuther,00:00,23:59,49,93,142,10.5,19.5,0.6,79,5.8,NA
1323,2014-08-16,Kreuther,00:00,23:59,47,74,121,11,17.5,1.2,81,3.4,NA
1324,2014-08-17,Kreuther,00:00,23:59,90,157,247,8.2,22,0,35,12.9,NA
1325,2014-08-18,Kreuther,00:00,23:59,95,182,277,8.6,22.1,0.6,73,6.1,NA
1326,2014-08-19,Kreuther,00:00,23:59,69,125,194,10.3,21.4,0,78,3.6,NA
1327,2014-08-20,Kreuther,00:00,23:59,71,123,194,11.8,17.3,0.2,95,0.1,NA
1328,2014-08-21,Kreuther,00:00,23:59,109,168,277,7.1,19.8,0,61,8.7,NA
1329,2014-08-22,Kreuther,00:00,23:59,103,154,257,6.2,21,0,60,6.5,NA
1330,2014-08-23,Kreuther,00:00,23:59,72,134,206,8.6,19.9,1.3,85,3.8,NA
1331,2014-08-24,Kreuther,00:00,23:59,57,106,163,7.1,17.8,0,69,8.8,NA
1332,2014-08-25,Kreuther,00:00,23:59,93,192,285,5,19.4,6.8,86,5.2,NA
1333,2014-08-26,Kreuther,00:00,23:59,60,85,145,11.7,21.1,2.5,91,2,NA
1334,2014-08-27,Kreuther,00:00,23:59,61,107,168,6.9,17.9,11,71,2.2,NA
1335,2014-08-28,Kreuther,00:00,23:59,93,144,237,6.2,22.1,0,48,8.7,NA
1336,2014-08-29,Kreuther,00:00,23:59,86,165,251,9.1,21.7,1.2,80,3.5,NA
1337,2014-08-30,Kreuther,00:00,23:59,93,111,204,13.8,22.9,0,76,5.7,NA
1338,2014-08-31,Kreuther,00:00,23:59,35,34,69,11.2,16.1,17.9,93,0,NA
1339,2014-09-01,Kreuther,00:00,23:59,83,117,200,11.5,15.5,0,93,0.8,NA
1340,2014-09-02,Kreuther,00:00,23:59,107,147,254,11.1,17.7,1,94,0.8,NA
1341,2014-09-03,Kreuther,00:00,23:59,78,100,178,11.4,18.2,0,91,1.5,NA
1342,2014-09-04,Kreuther,00:00,23:59,113,166,279,11.4,22.6,0,76,4.7,NA
1343,2014-09-05,Kreuther,00:00,23:59,109,152,261,11.4,21.3,0,79,1.6,NA
1344,2014-09-06,Kreuther,00:00,23:59,105,149,254,11.9,25.3,0,58,7.6,NA
1345,2014-09-07,Kreuther,00:00,23:59,123,178,301,10.9,25.4,0,31,9.6,NA
1346,2014-09-08,Kreuther,00:00,23:59,147,197,344,10.3,26,2.2,50,7.8,NA
1347,2014-09-09,Kreuther,00:00,23:59,85,143,228,11.1,23,0,76,2.7,NA
1348,2014-09-10,Kreuther,00:00,23:59,99,179,278,8.8,20.2,0,65,4.6,NA
1349,2014-09-11,Kreuther,00:00,23:59,91,154,245,8.5,18,7,73,2.8,NA
1350,2014-09-12,Kreuther,00:00,23:59,33,49,82,9.7,13,4.1,100,0,NA
1351,2014-09-13,Kreuther,00:00,23:59,37,64,101,11.2,15.1,0.9,99,0,NA
1352,2014-09-14,Kreuther,00:00,23:59,34,43,77,14.1,17.2,0.3,100,0,NA
1353,2014-09-15,Kreuther,00:00,23:59,106,164,270,9.3,19.3,0,63,3.4,NA
1354,2014-09-16,Kreuther,00:00,23:59,123,211,334,9.4,18.7,0,58,4.1,NA
1355,2014-09-17,Kreuther,00:00,23:59,152,250,402,8.7,22.5,0,54,6.2,NA
1356,2014-09-18,Kreuther,00:00,23:59,144,247,391,8.2,24.1,0.1,68,10,NA
1357,2014-09-19,Kreuther,00:00,23:59,112,200,312,9.4,25.6,5.2,70,4.2,NA
1358,2014-09-20,Kreuther,00:00,23:59,42,56,98,12.1,22.3,1.3,73,4.2,NA
1359,2014-09-21,Kreuther,00:00,23:59,19,49,68,11,21.5,8,76,1.3,NA
1360,2014-09-22,Kreuther,00:00,23:59,91,147,238,7.4,13.7,1.9,80,2.3,NA
1361,2014-09-23,Kreuther,00:00,23:59,123,199,322,2.2,14.6,0,50,6.3,NA
1362,2014-09-24,Kreuther,00:00,23:59,99,185,284,-0.1,19,2.6,63,6.7,NA
1363,2014-09-25,Kreuther,00:00,23:59,54,111,165,6.6,15.9,0.1,89,1.2,NA
1364,2014-09-26,Kreuther,00:00,23:59,88,160,248,8.2,17.6,0.1,84,2.9,NA
1365,2014-09-27,Kreuther,00:00,23:59,66,116,182,6.2,18.1,0,66,2.9,NA
1366,2014-09-28,Kreuther,00:00,23:59,92,127,219,5.4,19.6,0,75,4,NA
1367,2014-09-29,Kreuther,00:00,23:59,123,227,350,7.2,19.5,0,65,5.2,NA
1368,2014-09-30,Kreuther,00:00,23:59,118,198,316,7.6,19,19.3,89,0.1,NA
1369,2014-10-01,Kreuther,00:00,23:59,54,90,144,10.4,19.1,0.3,86,0.9,NA
1370,2014-10-02,Kreuther,00:00,23:59,100,185,285,7.3,18.4,0,56,4.2,NA
1371,2014-10-03,Kreuther,00:00,23:59,93,126,219,6.7,18.4,0,35,6.1,NA
1372,2014-10-04,Kreuther,00:00,23:59,54,82,136,4.7,13.9,0,61,4.3,NA
1373,2014-10-05,Kreuther,00:00,23:59,47,84,131,6.8,15.2,0,86,0.4,NA
1374,2014-10-06,Kreuther,00:00,23:59,114,182,296,5.9,12.6,0,81,0,NA
1375,2014-10-07,Kreuther,00:00,23:59,136,211,347,9.2,21.4,0,86,5,NA
1376,2014-10-08,Kreuther,00:00,23:59,126,176,302,8.7,19.9,0,81,3.6,NA
1377,2014-10-09,Kreuther,00:00,23:59,155,223,378,6.1,24.8,0,30,10.6,NA
1378,2014-10-10,Kreuther,00:00,23:59,137,197,334,8.3,21,0,63,4.7,NA
1379,2014-10-11,Kreuther,00:00,23:59,86,85,171,8.1,19.1,0.2,83,0.2,NA
1380,2014-10-12,Kreuther,00:00,23:59,106,161,267,8.4,18.4,0,91,4.9,NA
1381,2014-10-13,Kreuther,00:00,23:59,101,172,273,6.9,17.7,5.2,79,0.4,NA
1382,2014-10-14,Kreuther,00:00,23:59,112,205,317,7.5,19.2,1.3,60,8,NA
1383,2014-10-15,Kreuther,00:00,23:59,92,153,245,8.1,18.1,0.4,93,1.5,NA
1384,2014-10-16,Kreuther,00:00,23:59,77,133,210,12.4,19.3,7.3,94,1.5,NA
1385,2014-10-17,Kreuther,00:00,23:59,64,80,144,6.4,14.4,7.9,83,0,NA
1386,2014-10-18,Kreuther,00:00,23:59,84,151,235,4.4,17.3,0,44,6.3,NA
1387,2014-10-19,Kreuther,00:00,23:59,80,186,266,4.3,23.3,0,55,9.6,NA
1388,2014-10-20,Kreuther,00:00,23:59,102,179,281,10.2,22.9,25.2,78,3.4,NA
1389,2014-10-21,Kreuther,00:00,23:59,70,106,176,7.3,17.1,10.4,86,2.1,NA
1390,2014-10-22,Kreuther,00:00,23:59,41,66,107,4.6,7.4,15.5,94,0,NA
1391,2014-10-23,Kreuther,00:00,23:59,47,79,126,6.7,8.2,0,100,0,NA
1392,2014-10-24,Kreuther,00:00,23:59,73,113,186,0.8,11.4,0,80,5.3,NA
1393,2014-10-25,Kreuther,00:00,23:59,53,67,120,0.5,9,4.3,91,1.1,NA
1394,2014-10-26,Kreuther,00:00,23:59,58,79,137,6.5,10.3,0,98,0,NA
1395,2014-10-27,Kreuther,00:00,23:59,64,118,182,5,6.6,0,100,0,NA
1396,2014-10-28,Kreuther,00:00,23:59,52,94,146,5.4,6.6,0,99,0,NA
1397,2014-10-29,Kreuther,00:00,23:59,69,123,192,1.3,13.1,0,73,3.5,NA
1398,2014-10-30,Kreuther,00:00,23:59,66,96,162,0.7,10.3,0,93,0,NA
1399,2014-10-31,Kreuther,00:00,23:59,67,113,180,4.1,12.9,0,85,1.3,NA
1400,2014-11-01,Kreuther,00:00,23:59,43,89,132,3.1,15,0,66,6.4,NA
1401,2014-11-02,Kreuther,00:00,23:59,66,114,180,1,17.9,0,53,8.5,NA
1402,2014-11-03,Kreuther,00:00,23:59,111,172,283,0,15.2,0,43,9.2,NA
1403,2014-11-04,Kreuther,00:00,23:59,112,181,293,1.3,21.6,0,55,7.3,NA
1404,2014-11-05,Kreuther,00:00,23:59,73,118,191,5.7,13.3,4.8,90,0,NA
1405,2014-11-06,Kreuther,00:00,23:59,41,68,109,2,5.9,5.5,100,0,NA
1406,2014-11-07,Kreuther,00:00,23:59,84,120,204,3.1,7.9,0,91,0,NA
1407,2014-11-08,Kreuther,00:00,23:59,61,101,162,1.7,12.3,0,54,7.1,NA
1408,2014-11-09,Kreuther,00:00,23:59,61,104,165,6,8.2,0,100,0,NA
1409,2014-11-10,Kreuther,00:00,23:59,130,146,276,6.2,7.8,0,100,0,NA
1410,2014-11-11,Kreuther,00:00,23:59,146,184,330,3.4,9.2,0,86,0,NA
1411,2014-11-12,Kreuther,00:00,23:59,145,175,320,2.9,12.3,0.1,88,2.9,NA
1412,2014-11-13,Kreuther,00:00,23:59,87,118,205,7.2,9.7,0.1,100,0,NA
1413,2014-11-14,Kreuther,00:00,23:59,142,144,286,6.6,8.3,0,100,0,NA
1414,2014-11-15,Kreuther,00:00,23:59,58,64,122,5.6,8.3,0,98,0,NA
1415,2014-11-16,Kreuther,00:00,23:59,44,53,97,-0.2,11.1,0,59,3.2,NA
1416,2014-11-17,Kreuther,00:00,23:59,109,155,264,-1.7,7.6,7.8,84,0,NA
1417,2014-11-18,Kreuther,00:00,23:59,38,49,87,4.8,7.1,18.1,100,0,NA
1418,2014-11-19,Kreuther,00:00,23:59,82,96,178,2.7,7.1,0.1,100,0,NA
1419,2014-11-20,Kreuther,00:00,23:59,77,129,206,0.7,7,0,91,0.6,NA
1420,2014-11-21,Kreuther,00:00,23:59,86,115,201,-0.5,5.7,0,91,0,NA
1421,2014-11-22,Kreuther,00:00,23:59,47,64,111,1.2,9,0.2,66,3.2,NA
1422,2014-11-23,Kreuther,00:00,23:59,32,35,67,0.9,3.9,0,98,0,NA
1423,2014-11-24,Kreuther,00:00,23:59,130,178,308,1.8,7.7,0,94,1.2,NA
1424,2014-11-25,Kreuther,00:00,23:59,105,172,277,3.5,8.2,0,89,1,NA
1425,2014-11-26,Kreuther,00:00,23:59,95,130,225,2.5,3.5,0,100,0,NA
1426,2014-11-27,Kreuther,00:00,23:59,104,130,234,1.3,5.8,0,91,2.2,NA
1427,2014-11-28,Kreuther,00:00,23:59,67,105,172,0.3,1.6,0,100,0,NA
1428,2014-11-29,Kreuther,00:00,23:59,28,60,88,0.5,1.6,0,100,0,NA
1429,2014-11-30,Kreuther,00:00,23:59,19,40,59,0.7,2.2,0,100,0,NA
1430,2014-12-01,Kreuther,00:00,23:59,80,117,197,2,3.6,1.1,100,0,NA
1431,2014-12-02,Kreuther,00:00,23:59,78,98,176,1.7,2.7,0.4,100,0,NA
1432,2014-12-03,Kreuther,00:00,23:59,79,106,185,1.5,2.6,0,100,0,NA
1433,2014-12-04,Kreuther,00:00,23:59,90,125,215,2.4,3.5,0,100,0,NA
1434,2014-12-05,Kreuther,00:00,23:59,82,99,181,1.5,2.9,0,100,0,NA
1435,2014-12-06,Kreuther,00:00,23:59,42,50,92,1.5,3.3,1.2,100,0,NA
1436,2014-12-07,Kreuther,00:00,23:59,19,20,39,2.5,3.9,0.7,100,0,NA
1437,2014-12-08,Kreuther,00:00,23:59,59,91,150,-1.5,3.6,0.2,98,0,NA
1438,2014-12-09,Kreuther,00:00,23:59,77,103,180,-4,-0.3,0,93,0,NA
1439,2014-12-10,Kreuther,00:00,23:59,66,104,170,-2.4,3.1,0.7,96,0.5,NA
1440,2014-12-11,Kreuther,00:00,23:59,66,92,158,2.1,7,0,91,0.4,NA
1441,2014-12-12,Kreuther,00:00,23:59,84,123,207,-0.4,9.4,0,85,4.8,NA
1442,2014-12-13,Kreuther,00:00,23:59,63,76,139,-0.6,10.7,0,79,1.7,NA
1443,2014-12-14,Kreuther,00:00,23:59,49,76,125,2.2,12.9,0,88,1.4,NA
1444,2014-12-15,Kreuther,00:00,23:59,77,102,179,4.6,9.7,0.2,100,0,NA
1445,2014-12-16,Kreuther,00:00,23:59,51,72,123,4.7,8,1.6,100,0,NA
1446,2014-12-17,Kreuther,00:00,23:59,74,100,174,2.2,6.1,7.2,98,0.1,NA
1447,2014-12-18,Kreuther,00:00,23:59,54,96,150,5.7,11.5,1.4,98,0,NA
1448,2014-12-19,Kreuther,00:00,23:59,87,113,200,7.7,13.4,9,79,4.5,NA
1449,2014-12-20,Kreuther,00:00,23:59,38,60,98,1.9,8.1,3.5,74,2.7,NA
1450,2014-12-21,Kreuther,00:00,23:59,38,50,88,1.2,6.2,0,93,3,NA
1451,2014-12-22,Kreuther,00:00,23:59,60,85,145,2,9.8,0,83,4.4,NA
1452,2014-12-23,Kreuther,00:00,23:59,57,89,146,-2.9,11.9,0,56,6.7,NA
1453,2014-12-24,Kreuther,00:00,23:59,22,39,61,-4.6,8.3,0,31,6.5,NA
1454,2014-12-25,Kreuther,00:00,23:59,5,13,18,1.6,8,1.2,96,0,NA
1455,2014-12-26,Kreuther,00:00,23:59,16,16,32,-6.5,2.4,1.7,71,1.7,NA
1456,2014-12-27,Kreuther,00:00,23:59,11,17,28,-4.2,1.7,2.9,91,0,NA
1457,2014-12-28,Kreuther,00:00,23:59,5,7,12,-15.6,0.4,0.2,81,0,NA
1458,2014-12-29,Kreuther,00:00,23:59,13,9,22,-16.1,-3.3,0.2,88,0,NA
1459,2014-12-30,Kreuther,00:00,23:59,3,4,7,-5.3,-0.5,3.4,100,0,NA
1460,2014-12-31,Kreuther,00:00,23:59,2,1,3,-2.5,0.1,0,98,0,NA
1461,2014-01-01,Margareten,00:00,23:59,211,217,428,-5.6,1.8,0,85,1.6,NA
1462,2014-01-02,Margareten,00:00,23:59,525,530,1055,-3.9,5.9,0,78,0,NA
1463,2014-01-03,Margareten,00:00,23:59,625,638,1263,-4,8,0,75,1.8,NA
1464,2014-01-04,Margareten,00:00,23:59,399,404,803,1,5.9,3,98,0,NA
1465,2014-01-05,Margareten,00:00,23:59,225,218,443,-0.6,5.9,1.2,94,0.2,NA
1466,2014-01-06,Margareten,00:00,23:59,473,464,937,-4.2,8.2,0,45,6.9,NA
1467,2014-01-07,Margareten,00:00,23:59,1180,1254,2434,-0.4,14.1,0.8,58,0,NA
1468,2014-01-08,Margareten,00:00,23:59,1238,1197,2435,-0.4,14.5,0,66,4.9,NA
1469,2014-01-09,Margareten,00:00,23:59,1161,1213,2374,-2.2,14.5,5.5,83,2,NA
1470,2014-01-10,Margareten,00:00,23:59,885,969,1854,-2.5,7.4,0,66,3.8,NA
1471,2014-01-11,Margareten,00:00,23:59,591,587,1178,-4,7.6,1.1,80,1.3,NA
1472,2014-01-12,Margareten,00:00,23:59,525,505,1030,-4.6,6.2,0,65,4.7,NA
1473,2014-01-13,Margareten,00:00,23:59,1057,1110,2167,-6.6,3.1,0.3,75,2.2,NA
1474,2014-01-14,Margareten,00:00,23:59,579,613,1192,-0.2,2.4,9.1,99,0,NA
1475,2014-01-15,Margareten,00:00,23:59,838,855,1693,-0.5,4.2,0,71,4.3,NA
1476,2014-01-16,Margareten,00:00,23:59,968,1009,1977,-0.7,6,0,94,0.3,NA
1477,2014-01-17,Margareten,00:00,23:59,646,677,1323,1.9,5.9,5,98,0,NA
1478,2014-01-18,Margareten,00:00,23:59,525,538,1063,0.3,3.1,0,100,0,NA
1479,2014-01-19,Margareten,00:00,23:59,368,382,750,1,2.8,0,99,0,NA
1480,2014-01-20,Margareten,00:00,23:59,828,917,1745,0.7,3.3,2.7,100,0,NA
1481,2014-01-21,Margareten,00:00,23:59,516,521,1037,0.6,3.3,3.3,99,0,NA
1482,2014-01-22,Margareten,00:00,23:59,921,925,1846,1.8,4.4,0,98,0,NA
1483,2014-01-23,Margareten,00:00,23:59,922,918,1840,-1,6,2.8,90,2,NA
1484,2014-01-24,Margareten,00:00,23:59,553,646,1199,0.6,4,1,96,0,NA
1485,2014-01-25,Margareten,00:00,23:59,520,551,1071,-0.2,3.3,3.3,96,0.2,NA
1486,2014-01-26,Margareten,00:00,23:59,204,198,402,-0.3,2.4,6.1,91,0,NA
1487,2014-01-27,Margareten,00:00,23:59,535,547,1082,-2.1,3,0.6,90,0.2,NA
1488,2014-01-28,Margareten,00:00,23:59,761,854,1615,-6,-0.4,0,88,0,NA
1489,2014-01-29,Margareten,00:00,23:59,778,867,1645,-3.1,-0.7,0,100,0,NA
1490,2014-01-30,Margareten,00:00,23:59,779,803,1582,-3.9,-0.4,0,96,0,NA
1491,2014-01-31,Margareten,00:00,23:59,728,790,1518,-5.3,1.8,0,68,2.1,NA
1492,2014-02-01,Margareten,00:00,23:59,542,562,1104,-6.6,4.7,0,53,6,NA
1493,2014-02-02,Margareten,00:00,23:59,249,257,506,-3.4,2.4,4,96,0,NA
1494,2014-02-03,Margareten,00:00,23:59,690,774,1464,-0.5,0.7,0,100,0,NA
1495,2014-02-04,Margareten,00:00,23:59,900,947,1847,-0.8,1.2,0,100,0,NA
1496,2014-02-05,Margareten,00:00,23:59,949,997,1946,-1.8,3.9,0,99,0,NA
1497,2014-02-06,Margareten,00:00,23:59,1046,1085,2131,1.8,10.5,0,49,8.9,NA
1498,2014-02-07,Margareten,00:00,23:59,881,898,1779,-1.2,13,0,74,2.8,NA
1499,2014-02-08,Margareten,00:00,23:59,677,693,1370,-1.8,10.6,0.1,76,6.1,NA
1500,2014-02-09,Margareten,00:00,23:59,318,300,618,-2.1,6.9,0.5,74,0.1,NA
1501,2014-02-10,Margareten,00:00,23:59,824,879,1703,-4.5,9.5,0.2,73,0,NA
1502,2014-02-11,Margareten,00:00,23:59,964,1009,1973,-3.6,8,0,59,3.5,NA
1503,2014-02-12,Margareten,00:00,23:59,888,977,1865,-5.9,5.8,0.5,41,3.8,NA
1504,2014-02-13,Margareten,00:00,23:59,877,919,1796,-3.3,10,0.3,76,4.6,NA
1505,2014-02-14,Margareten,00:00,23:59,878,952,1830,-0.9,8.9,0,53,6.9,NA
